Адрес,Широта,Долгота
"Королев, Московская Обл., г. Королев, Проспект Королёва, д. 6Г",0.0,0.0
"Красногорск, Знаменская ул., 5, Московская Обл., г. Красногорск, Знаменская, д. 5",0.0,0.0
"Москва, Соколово-Мещерская, 29, г. Москва, Соколово-Мещерская Улица, д. 29",0.0,0.0
"Октябрьский Люберцы, Московская Обл., г. Люберцы, Октябрьский, д. 146",0.0,0.0
"Боровское шоссе - Петровский, г. Москва, Боровское Шоссе, д. 35",0.0,0.0
"Королёв, Калининградская, Московская Область, г. Королёв, Калининградская Улица, д. 5",37.82630203558834,55.93733025
"Светофор, г. Люберцы, Улица Побратимов, д. 7",0.0,0.0
"Митино-1, г. Москва, Ангелов Переулок, д. 7",0.0,0.0
"Королёв, Лесная, Московская Обл., г. Королев, Лесная Улица, д. 12",0.0,0.0
"Трехгорка, г. Одинцово, Улица Чистяковой, д. 3",0.0,0.0
"Боровское шоссе-2, г. Москва, Боровское Шоссе, д. 46",0.0,0.0
"Королев, Московская Обл., г. Королев, Космонавтов, д. 41, корп. 1",0.0,0.0
"Подольск, Профсоюзов, Московская Обл., г. Подольск, Профсоюзная, д. 1",0.0,0.0
"Солнцево, г. Москва, Улица Скульптора Мухиной, д. 12",0.0,0.0
"Град-Московский, г. Московский, Солнечная Улица, д. 3",0.0,0.0
"Тихонравова, Московская Обл., г. Юбилейный, М.к.тихонравова Ул, д. 35, корп. 7",0.0,0.0
"Королев, Космонавтов, Московская Обл., г. Королев, Космонавтов, д. 12А",0.0,0.0
"Столица град Московский, Москва, г. Московский, Улица Никитина, д. 2",0.0,0.0
"Красногорск, Ленина, Московская Обл., г. Красногорск, Ленина, д. 2",0.0,0.0
"Валентиновка Парк, Московская Обл., г. Королев, Горького, д. 79, корп. 13",0.0,0.0
"Домодарский, Московская Обл., г. Домодедово, Курганный Пер, д. 2",0.0,0.0
"Одинцово, г. Одинцово, Можайское Шоссе, д. 159",0.0,0.0
"Вертикаль, Московская область, Балашиха, шоссе Энтузиастов, 36А",37.938480825,55.7936452
"Одинцово Крылова, Московская Область, г. Одинцово, Бульвар Маршала Крылова, д. 21",0.0,0.0
"Одинцовский парк, г. Одинцово, Белорусская Улица, д. 5",0.0,0.0
"Подольск, ТЦ Советская, г. Подольск, Советская Улица, д. 20/44",0.0,0.0
"Подольск-Кварц, Россия, Московская Область, Подольск, Комсомольская Улица, 24",0.0,0.0
"ТЦ Жемчужина, г. Балашиха, Зелёная Улица, д. 32К2",0.0,0.0
"Торговый Квартал Домодедово, Московская Обл., г. Домодедово, 63-Ий Каширского Шоссе Км, стр. 3А",0.0,0.0
"Кучино Железнодорожный, г. Балашиха, Центральная Улица, д. 68С1",0.0,0.0
"Солнцево парк, Москва, поселение Внуковское, улица Лётчика Ульянина, 5",37.306962,55.6258047
"МО, Подольск Свердлова, Московская Обл., г. Подольск, Свердлова, д. 26",0.0,0.0
"Подольск, Красногвардейский б-р, Московская Обл., г. Подольск, Красногвардейский Б-Р, д. 44, корп. В",0.0,0.0
"Балашиха Речная, г. Балашиха, Речная Улица, д. 3",0.0,0.0
"Подольск Октябрьский, Московская Область, г. Подольск, Октябрьский Проспект, д. 9В",0.0,0.0
"Балашиха Звездная, Московская Обл., г. Балашиха, Звёздная Улица, д. 8",0.0,0.0
"Подольск П-МИНИ-22, г. Подольск, Улица Машиностроителей, д. 22",0.0,0.0
"Пушкино-Победа, Московская Обл., г. Пушкино, Московский, д. 7A",0.0,0.0
"Кирилловка, Московская Обл., г. Химки, Ленинградское Ш, стр. Вл. 55Г",0.0,0.0
"Подольск, Западный, Московская Обл., г. Подольск, Ленинградская, д. 21",0.0,0.0
"Подольск, Юбилейная, Московская Область, г. Подольск, Юбилейная Улица, д. 2",0.0,0.0
"Свердлова Балашиха, Московская Обл., г. Балашиха, Свердлова, д. 7",0.0,0.0
"Балашиха Заречная, Россия, Московская Область, Балашиха, Заречная Улица, 45",37.9710282,55.8243744
"Идея Мебель, Новосходненское шоссе, 140",0.0,0.0
"О Парк, г. Москва, Улица Маршала Неделина, д. 6",0.0,0.0
"Пушкино Институтская, Московская Обл., г. Пушкино, Институтская Ул, стр. 29",0.0,0.0
"Ивантеевка Советский, Московская Область, г. Ивантеевка, Советский Проспект, д. 2А",0.0,0.0
"Сходня, Московская область, городской округ Солнечногорск, деревня Чёрная Грязь, с4",0.0,0.0
"Изварино, Россия, Москва, Поселение Внуковское, Омская Улица, 7А",0.0,0.0
"Грин Парк, Москва, поселение Щаповское, село Ознобишино, 13",0.0,0.0
"Железнодорожный, Московская Обл., г. Балашиха, Пролетарская, д. 2/2",0.0,0.0
"Гран-Сити, Московская Обл., г. Подольск, Первомайская, д. 35",0.0,0.0
"Троицк, г. Троицк, Городская Улица, д. Вл6",0.0,0.0
"Гусарская баллада, Московская Область, г. Одинцово, Триумфальная Улица, д. 3",0.0,0.0
"Железнодорожный Юбилейная, Московская Обл., г. Железнодорожный, Юбилейная, д. 6",0.0,0.0
"Ладья Рось, Московская Обл., г. Щелково, Пролетарский Проспект, д. 4, корп. 3",0.0,0.0
"Щелково П-МИНИ-29, г. Щёлково, Пролетарский Проспект, д. 10",0.0,0.0
"Лесной городок, г. Дачный Посёлок Лесной Городок, Центральная Улица, д. 8",0.0,0.0
"Сиреневый бульвар, г. Москва, Сиреневый, д. 1",0.0,0.0
"ТЦ ""Атлас"", ЖК Дубки, Московская Обл., г. Внииссок, Кленовая, д. 1",0.0,0.0
"Горки-2, Московская область, Одинцовский городской округ, деревня Солослово, коттеджный посёлок Горки-8, 275",0.0,0.0
"Горки-8, Московская область, Одинцовский городской округ, деревня Солослово, коттеджный посёлок Горки-8, 275",0.0,0.0
"Брехово, Московская Обл., г. Брехово, Цветочная, стр. 66М",0.0,0.0
"Новое Лапино, Московская область, Одинцовский городской округ, деревня Лапино",0.0,0.0
"Рогозинино, Москва, поселение Первомайское, квартал № 28",0.0,0.0
"Океан, Москва Г., г. Зеленоград, Центральный Проспект, д. К407",0.0,0.0
"Зеленоград, Юности,2, Москва Г., г. Зеленоград, Площадь Юности, д. 2, стр. 1",0.0,0.0
"Крюково, Москва Г., г. Зеленоград, Цниимод, д. 2309А",0.0,0.0
"Мини -32 Зеленоград, Москва, Зеленоград, к124",0.0,0.0
"Баженова Жуковский, Московская Обл., г. Жуковский, Баженова, д. 2А",0.0,0.0
"Новинки (Нахабино), Московская область, 46Н-02881",0.0,0.0
"Нахабино-Новая, Московская Обл., г. Нахабино, Новая Ул, д. 11А",0.0,0.0
"Большой Жуковский, Россия, Московская Область, Жуковский, Улица Гагарина, 60А",0.0,0.0
"Зеленоград Панфиловский, Москва, г. Зеленоград, Панфиловский Проспект, д. 6А",0.0,0.0
"Зеленоград-3, Москва, Зеленоград, к900",37.22121836487943,55.99307195
"Гагарина Жуковский, г. Жуковский, Улица Гагарина, д. 65/7",0.0,0.0
"Свинорье, Москва, поселение Марушкинское, деревня Большое Свинорье, 7Б",37.14933379739209,55.57779655
"Либерти, Московская Обл., г. Дедовск, Ногина, д. 4",0.0,0.0
"Зеленоград, Москва, Зеленоград, к1549",37.1548258,55.9778498
"Зеленоград корп. 1471 Б, Москва Г., г. Зеленоград, Новокрюковская, д. 1471, корп. Б",0.0,0.0
"Зеленоград 1446, Москва, Зеленоград, к1446",37.1514648,55.9849077
"Павловская Слобода, Московская Обл., г. Павловская Слобода, Ленина, д. 73",0.0,0.0
"Старая Купавна, Московская Обл., г. Старая Купавна, Акрихиновское Шоссе, д. 12",0.0,0.0
"Голубое Тверецкий, Россия, Московская Область, Городской Округ Солнечногорск, Деревня Голубое, Тверецкий Проезд, С2А",0.0,0.0
"Краснознаменск Молодёжная, Московская Область, г. Краснознаменск, Молодёжная Улица, д. 2/1",0.0,0.0
"Огород, Московская область, Одинцовский городской округ, посёлок Горки-10, 23",0.0,0.0
"Горки-10, Московская область, Одинцовский городской округ, посёлок Горки-10, 30А",0.0,0.0
"Снегири, Московская Область, г. Посёлок Городского Типа Снегири, Московская Улица, д. 12",0.0,0.0
"Московский Чехов, Московская Обл., г. Чехов, Московская, д. 96",0.0,0.0
"Привокзальная Раменское, Московская Обл., г. Раменское, Вокзальная, д. 4, стр. Б",0.0,0.0
"Алабинский, Московская Обл., г. Алабино, Санаторная, д. 74",0.0,0.0
"Голицыно, Московская Обл., г. Голицыно, Привокзальная, д. 5",0.0,0.0
"Апельсин, Московская Обл., г. Раменское, Донинское, д. 16",0.0,0.0
"Бронницы-Каширский, Московская Область, г. Бронницы, Каширский Переулок, д. 66",0.0,0.0
"Сергиев Посад, Московская область, Сергиев Посад, Вознесенская улица, 32А",38.1333113,56.303399
"Комарова Звенигород, Московская Обл., г. Звенигород, Комарова, д. 21",0.0,0.0
"Истра Шнырева, Московская Область, г. Истра, Улица Шнырева, д. 4",0.0,0.0
"Магистраль, Московская Обл., г. Солнечногорск, Красная, д. 154",0.0,0.0
"Солнечногорск, Обуховская, Московская Обл., г. Солнечногорск, Обуховская Улица, д. 44",0.0,0.0
"Электросталь, Фрязевское шоссе/ ул. Ялагина, ТЦ , Московская Обл., г. Электросталь, Ялагина, д. 3",0.0,0.0
"Электросталь Эльград, Московская Обл., г. Электросталь, Проспект Ленина, д. 10",0.0,0.0
"Сафонтьево, Московская область, городской округ Истра, коттеджный посёлок Лесная Пристань-2",0.0,0.0
"Давыдовское, Московская Обл., г. Давыдовское, Дачная",0.0,0.0
"Богородский торговый комплекс, г. Ногинск, Улица 3-Го Интернационала, д. 62",0.0,0.0
"Московское шоссе, г. Серпухов, Московское Шоссе, д. 55",0.0,0.0
"Серпухов, Борисовское шоссе, Московская Обл., г. Серпухов, Борисовское, д. 1",0.0,0.0
"СЛАВА-Серпухов, Московская Область, г. Серпухов, Борисовское Шоссе, д. 17А",0.0,0.0
"Новое Ступино, Московская Обл., г. Верзилово, Новое Ступино Мкр Петра Великого, стр. 1",0.0,0.0
"Наро-Фоминск, Московская область, Наро-Фоминск, микрорайон Берёзовка",0.0,0.0
"Протвино, г. Протвино, Улица Ленина, д. 22",0.0,0.0
"Горький, Ступино, г. Ступино, Улица Горького, д. 26",0.0,0.0
"Клин, г. Клин, Советская Площадь, д. 5/7",0.0,0.0
"Карла Маркса Клин, Московская Обл., г. Клин, Карла Маркса, д. 4",0.0,0.0
"Дубна, г. Дубна, Проспект Боголюбова, д. 13",0.0,0.0
"Боголюбова, Московская область, Дубна, проспект Боголюбова, 24А",0.0,0.0
"Клин Ленинградка, Московская Обл., г. Клин, Ленинградское, д. Влад.16, стр. 2",0.0,0.0
"Клин84, Россия, Московская Область, Клин Ленинградское Шоссе 84",0.0,0.0
"Коломна, г. Коломна, Советская Площадь, д. 8",0.0,0.0
"Коломна, Девичье Поле, Россия, Московская Область, Коломна, Улица Девичье Поле, 10А",0.0,0.0
"Коломна Восстания, Московская Обл., г. Коломна, Восстания, д. 7",0.0,0.0
"Зуевский, г. Орехово-Зуево, Улица Ленина, д. 78",0.0,0.0
"Можайск, Московская Обл., г. Можайск, Улица Академика Павлова, д. 9",0.0,0.0
"Панфилова Волоколамск, Московская Обл., г. Волоколамск, Парковая, д. 22",0.0,0.0
